,record_num,id,latitude,longitude,direction_id,current_stop_sequence,label,speed,trip_id,stop_id,bus_bearing,occupancy_status,current_status,updated_at
591,592,y1775,42.34057562,-71.08180046,1,16.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:15:08-04:00
592,593,y1766,42.33169857,-71.08226201,1,22.0,1766,,52110996,,219,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:02-04:00
593,594,y1722,42.36493,-71.10301,1,7.0,1722,,52110849,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:15:46-04:00
594,595,y1923,42.3432841,-71.08578958,1,14.0,1923,,52110816,,134,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:11-04:00
595,596,y1857,42.33707117,-71.07752208,0,8.0,1857,,52110882,,323,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:06-04:00
596,597,y1847,42.34146,-71.08312,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:15:32-04:00
597,598,y1834,42.37019022,-71.11359462,1,3.0,1834,,52110946,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:05-04:00
598,599,y1827,42.3489718,-71.08853999,1,12.0,1827,,52111039,,159,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:08-04:00
599,600,y1805,42.329884,-71.08359631,1,1.0,1805,,52110914,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:07-04:00
600,601,y1795,42.36223273,-71.09846604,0,17.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:15:57-04:00
601,602,y1780,42.36033638,-71.09506585,0,16.0,1780,,52110975,,314,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:12-04:00
602,603,y1775,42.34054367,-71.08176146,1,16.0,1775,,52111025,,135,FULL,IN_TRANSIT_TO,2022-08-10T18:16:11-04:00
603,604,y1766,42.33125124,-71.08273309,1,23.0,1766,,52110996,,217,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:11-04:00
604,605,y1722,42.36497628,-71.10300474,1,7.0,1722,,52110849,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:04-04:00
605,606,y1923,42.3432841,-71.08578958,1,14.0,1923,,52110816,,134,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:11-04:00
606,607,y1857,42.33758912,-71.07820764,0,9.0,1857,,52110882,,316,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:20-04:00
607,608,y1847,42.34146,-71.08312,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:15:32-04:00
608,609,y1834,42.37018325,-71.11359503,1,3.0,1834,,52110946,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:16-04:00
609,610,y1827,42.34838927,-71.08835802,1,12.0,1827,,52111039,,171,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:19-04:00
610,611,y1805,42.3301315,-71.0833883,1,1.0,1805,,52110914,,14,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:20-04:00
611,612,y1795,42.36264724,-71.09905924,0,17.0,1795,,52110787,,323,FULL,IN_TRANSIT_TO,2022-08-10T18:16:20-04:00
612,613,y1780,42.36053649,-71.09525804,0,16.0,1780,,52110975,,328,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:17-04:00
613,614,y1775,42.34017564,-71.08125518,1,16.0,1775,,52111025,,138,FULL,IN_TRANSIT_TO,2022-08-10T18:16:19-04:00
614,615,y1766,42.33101783,-71.08302586,1,23.0,1766,,52110996,,234,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:18-04:00
615,616,y1722,42.36495779,-71.10296549,1,7.0,1722,,52110849,,132,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:17-04:00
616,617,y1923,42.34320643,-71.08559094,1,14.0,1923,,52110816,,202,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:31-04:00
617,618,y1857,42.33865214,-71.07936094,0,9.0,1857,,52110882,,323,FULL,IN_TRANSIT_TO,2022-08-10T18:16:33-04:00
618,619,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
619,620,y1834,42.37018785,-71.11359013,1,3.0,1834,,52110946,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:27-04:00
620,621,y1827,42.34849622,-71.08831451,1,12.0,1827,,52111039,,46,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:29-04:00
621,622,y1805,42.33056,-71.08309,0,2.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:28-04:00
622,623,y1795,42.36291902,-71.09945988,0,17.0,1795,,52110787,,309,FULL,IN_TRANSIT_TO,2022-08-10T18:16:31-04:00
623,624,y1780,42.36056188,-71.09529727,0,16.0,1780,,52110975,,300,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:22-04:00
624,625,y1775,42.33927338,-71.08051293,1,16.0,1775,,52111025,,145,FULL,IN_TRANSIT_TO,2022-08-10T18:16:31-04:00
625,626,y1766,42.33058462,-71.0835387,1,24.0,1766,,52110996,,260,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:34-04:00
626,627,y1722,42.36443785,-71.10226204,1,8.0,1722,,52110849,,129,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:34-04:00
627,628,y1923,42.34320643,-71.08559094,1,14.0,1923,,52110816,,202,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:31-04:00
628,629,y1857,42.33922106,-71.08009186,0,9.0,1857,,52110882,,320,FULL,IN_TRANSIT_TO,2022-08-10T18:16:42-04:00
629,630,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
630,631,y1834,42.37008025,-71.11328051,1,3.0,1834,,52110946,,107,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:40-04:00
631,632,y1827,42.34901901,-71.08808765,1,12.0,1827,,52111039,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:35-04:00
632,633,y1805,42.33128836,-71.08251858,0,2.0,1805,,52110915,,36,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:43-04:00
633,634,y1795,42.36291155,-71.09944617,0,17.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:16:33-04:00
634,635,y1780,42.36105046,-71.09581319,0,16.0,1780,,52110975,,355,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:42-04:00
635,636,y1775,42.3388423,-71.07998214,1,16.0,1775,,52111025,,131,FULL,IN_TRANSIT_TO,2022-08-10T18:16:41-04:00
636,637,y1766,42.33070608,-71.0835672,1,24.0,1766,,52110996,,21,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:42-04:00
637,638,y1722,42.36447,-71.10209,1,8.0,1722,,52110849,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:35-04:00
638,639,y1923,42.34329968,-71.08548827,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:52-04:00
639,640,y1857,42.33933132,-71.0801819,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:16:54-04:00
640,641,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
641,642,y1834,42.36944804,-71.11192684,1,3.0,1834,,52110946,,114,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:53-04:00
642,643,y1827,42.34853,-71.08843,1,12.0,1827,,52111039,,180,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:49-04:00
643,644,y1805,42.33172577,-71.08201589,0,2.0,1805,,52110915,,39,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:50-04:00
644,645,y1795,42.36291155,-71.09944617,0,17.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:16:33-04:00
645,646,y1780,42.36082218,-71.09583691,0,16.0,1780,,52110975,,193,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:51-04:00
646,647,y1775,42.33894578,-71.07978291,1,16.0,1775,,52111025,,123,FULL,IN_TRANSIT_TO,2022-08-10T18:16:54-04:00
647,648,y1766,42.33050121,-71.08372879,1,24.0,1766,,52110996,,241,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:51-04:00
648,649,y1722,42.36417539,-71.10161047,1,8.0,1722,,52110849,,131,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:52-04:00
649,650,y1923,42.34329968,-71.08548827,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:52-04:00
650,651,y1857,42.3393326,-71.0802231,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:16:59-04:00
651,652,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
652,653,y1834,42.36911314,-71.1107969,1,4.0,1834,,52110946,,116,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:04-04:00
653,654,y1827,42.34853,-71.08843,1,12.0,1827,,52111039,,180,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:49-04:00
654,655,y1805,42.33232626,-71.08146566,0,3.0,1805,,52110915,,32,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:03-04:00
655,656,y1795,42.36314015,-71.09982261,0,17.0,1795,,52110787,,305,FULL,IN_TRANSIT_TO,2022-08-10T18:17:05-04:00
656,657,y1780,42.36073682,-71.09570875,0,16.0,1780,,52110975,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:59-04:00
657,658,y1775,42.33840936,-71.0792842,1,17.0,1775,,52111025,,140,FULL,IN_TRANSIT_TO,2022-08-10T18:17:02-04:00
658,659,y1766,42.33008807,-71.08429852,1,24.0,1766,,52110996,,225,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:04-04:00
659,660,y1722,42.36374056,-71.10090098,1,8.0,1722,,52110849,,127,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:03-04:00
660,661,y1923,42.34329968,-71.08548827,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:52-04:00
661,662,y1857,42.3393326,-71.0802231,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:16:59-04:00
662,663,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
663,664,y1834,42.36901696,-71.11048926,1,4.0,1834,,52110946,,128,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:10-04:00
664,665,y1827,42.34853,-71.08843,1,12.0,1827,,52111039,,180,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:49-04:00
665,666,y1805,42.33233588,-71.08139009,0,3.0,1805,,52110915,,72,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:12-04:00
666,667,y1795,42.36352879,-71.10052033,0,17.0,1795,,52110787,,308,FULL,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
667,668,y1780,42.36063018,-71.0958496,0,16.0,1780,,52110975,,298,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
668,669,y1775,42.33801557,-71.07880684,1,17.0,1775,,52111025,,136,FULL,IN_TRANSIT_TO,2022-08-10T18:17:08-04:00
669,670,y1766,42.3299652,-71.08441449,1,1.0,1766,,52110996,,198,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:10-04:00
670,671,y1722,42.36363177,-71.10055441,1,8.0,1722,,52110849,,119,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:09-04:00
671,672,y1923,42.34308,-71.08549,1,14.0,1923,,52110816,,135,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:17-04:00
672,673,y1857,42.33924,-71.08019,0,9.0,1857,,52110882,,315,FULL,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
673,674,y1847,42.34147,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:16:32-04:00
674,675,y1834,42.36906012,-71.11048978,1,4.0,1834,,52110946,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:19-04:00
675,676,y1827,42.34863068,-71.0882785,1,12.0,1827,,52111039,,176,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:18-04:00
676,677,y1805,42.33247864,-71.08124547,0,3.0,1805,,52110915,,25,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:22-04:00
677,678,y1795,42.36402745,-71.10134561,0,18.0,1795,,52110787,,310,FULL,IN_TRANSIT_TO,2022-08-10T18:17:23-04:00
678,679,y1780,42.36073675,-71.09600498,0,16.0,1780,,52110975,,324,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:17-04:00
679,680,y1775,42.33764762,-71.07846161,1,17.0,1775,,52111025,,163,FULL,IN_TRANSIT_TO,2022-08-10T18:17:17-04:00
680,681,y1766,42.32987503,-71.084307,1,1.0,1766,,52110996,,101,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:17-04:00
681,682,y1722,42.36313202,-71.10004097,1,8.0,1722,,52110849,,140,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:21-04:00
682,683,y1923,42.34319577,-71.0852049,1,14.0,1923,,52110816,,109,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
683,684,y1857,42.33924,-71.08019,0,9.0,1857,,52110882,,315,FULL,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
684,685,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
685,686,y1834,42.36883495,-71.10989305,1,4.0,1834,,52110946,,119,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
686,687,y1827,42.34747257,-71.08788735,1,12.0,1827,,52111039,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:31-04:00
687,688,y1805,42.3328341,-71.08110192,0,3.0,1805,,52110915,,46,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:36-04:00
688,689,y1795,42.36429898,-71.10163305,0,18.0,1795,,52110787,,316,FULL,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
689,690,y1780,42.36100479,-71.09638437,0,16.0,1780,,52110975,,314,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:35-04:00
690,691,y1775,42.33764271,-71.07840987,1,17.0,1775,,52111025,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
691,692,y1766,42.32983269,-71.08405633,1,1.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
692,693,y1722,42.36310513,-71.1001368,1,8.0,1722,,52110849,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
693,694,y1923,42.34287655,-71.08489744,1,14.0,1923,,52110816,,140,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:45-04:00
694,695,y1857,42.33924,-71.08019,0,9.0,1857,,52110882,,315,FULL,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
695,696,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
696,697,y1834,42.36847101,-71.10897129,1,5.0,1834,,52110946,,118,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:43-04:00
697,698,y1827,42.34701489,-71.08771288,1,12.0,1827,,52111039,,145,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:43-04:00
698,699,y1805,42.3326212,-71.08054143,0,4.0,1805,,52110915,,127,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:44-04:00
699,700,y1795,42.36434167,-71.10167476,0,18.0,1795,,52110787,,301,FULL,IN_TRANSIT_TO,2022-08-10T18:17:44-04:00
700,701,y1780,42.36111388,-71.09648245,0,17.0,1780,,52110975,,320,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:41-04:00
701,702,y1775,42.33764271,-71.07840987,1,17.0,1775,,52111025,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
702,703,y1766,42.32983004,-71.0840507,1,1.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:37-04:00
703,704,y1722,42.36310513,-71.1001368,1,8.0,1722,,52110849,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
704,705,y1923,42.34257979,-71.08459769,1,14.0,1923,,52110816,,130,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:50-04:00
705,706,y1857,42.33924,-71.08019,0,9.0,1857,,52110882,,315,FULL,IN_TRANSIT_TO,2022-08-10T18:17:13-04:00
706,707,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
707,708,y1834,42.36831858,-71.10873642,1,5.0,1834,,52110946,,127,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:54-04:00
708,709,y1827,42.34704806,-71.0875074,1,12.0,1827,,52111039,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:52-04:00
709,710,y1805,42.33229301,-71.07998125,0,4.0,1805,,52110915,,119,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:52-04:00
710,711,y1795,42.36452636,-71.10197414,0,18.0,1795,,52110787,,313,FULL,IN_TRANSIT_TO,2022-08-10T18:17:52-04:00
711,712,y1780,42.36127203,-71.09678964,0,17.0,1780,,52110975,,295,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:49-04:00
712,713,y1775,42.33764271,-71.07840987,1,17.0,1775,,52111025,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:34-04:00
713,714,y1766,42.32983004,-71.0840507,1,1.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:37-04:00
714,715,y1722,42.36306762,-71.09988152,1,8.0,1722,,52110849,,127,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:55-04:00
715,716,y1923,42.34254053,-71.08454841,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:06-04:00
716,717,y1857,42.33937378,-71.08031336,0,9.0,1857,,52110882,,314,FULL,IN_TRANSIT_TO,2022-08-10T18:18:05-04:00
717,718,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
718,719,y1834,42.36814972,-71.10838927,1,5.0,1834,,52110946,,124,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:01-04:00
719,720,y1827,42.34702018,-71.08747933,1,12.0,1827,,52111039,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:05-04:00
720,721,y1805,42.33221884,-71.07975901,0,4.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:02-04:00
721,722,y1795,42.36452636,-71.10197414,0,18.0,1795,,52110787,,313,FULL,IN_TRANSIT_TO,2022-08-10T18:17:52-04:00
722,723,y1780,42.36202077,-71.09789135,0,17.0,1780,,52110975,,307,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:05-04:00
723,724,y1775,42.33763769,-71.07840337,1,17.0,1775,,52111025,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:03-04:00
724,725,y1766,42.32983004,-71.0840507,1,1.0,1766,,52110996,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:37-04:00
725,726,y1722,42.36265232,-71.09936313,1,8.0,1722,,52110849,,131,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:04-04:00
726,727,y1923,42.34254053,-71.08454841,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:06-04:00
727,728,y1857,42.33966369,-71.08049567,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:17-04:00
728,729,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
729,730,y1834,42.36795746,-71.10781537,1,5.0,1834,,52110946,,103,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:16-04:00
730,731,y1827,42.34659743,-71.0872418,1,12.0,1827,,52111039,,160,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:17-04:00
731,732,y1805,42.3322062,-71.07974781,0,4.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:09-04:00
732,733,y1795,42.36465541,-71.10234933,0,18.0,1795,,52110787,,318,FULL,IN_TRANSIT_TO,2022-08-10T18:18:13-04:00
733,734,y1780,42.36227292,-71.09851992,0,17.0,1780,,52110975,,289,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:12-04:00
734,735,y1775,42.33723018,-71.07776234,1,17.0,1775,,52111025,,121,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:17-04:00
735,736,y1766,42.32987,-71.08406,1,1.0,1766,,52110996,,135,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:02-04:00
736,737,y1722,42.36263871,-71.09920905,1,8.0,1722,,52110849,,134,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:16-04:00
737,738,y1923,42.34235689,-71.08430607,1,14.0,1923,,52110816,,191,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:27-04:00
738,739,y1857,42.33965646,-71.08050175,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:25-04:00
739,740,y1847,42.34148,-71.08313,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:17:32-04:00
740,741,y1834,42.36828238,-71.10769922,1,5.0,1834,,52110946,,37,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:26-04:00
741,742,y1827,42.34601,-71.08707,1,13.0,1827,,52111039,,180,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:27-04:00
742,743,y1805,42.33219362,-71.07975067,0,4.0,1805,,52110915,,0,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:25-04:00
743,744,y1795,42.36467885,-71.10239972,0,18.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:23-04:00
744,745,y1780,42.36306089,-71.09978177,0,17.0,1780,,52110975,,312,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:24-04:00
745,746,y1775,42.33678621,-71.0773501,1,17.0,1775,,52111025,,154,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:26-04:00
746,747,y1766,42.32987,-71.08406,1,1.0,1766,,52110996,,135,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:02-04:00
747,748,y1722,42.36264517,-71.09916419,1,8.0,1722,,52110849,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:19-04:00
748,749,y1923,42.34223733,-71.0842845,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:32-04:00
749,750,y1857,42.33965512,-71.08050204,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:29-04:00
750,751,y1847,42.34149,-71.08314,1,15.0,1847,,52111045,,135,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:32-04:00
751,752,y1834,42.36757446,-71.10711797,1,5.0,1834,,52110946,,123,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:37-04:00
752,753,y1827,42.34524458,-71.08670049,1,13.0,1827,,52111039,,159,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:37-04:00
753,754,y1805,42.33206713,-71.07943091,0,4.0,1805,,52110915,,122,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:33-04:00
754,755,y1795,42.36468206,-71.10241503,0,18.0,1795,,52110787,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:34-04:00
755,756,y1780,42.36344771,-71.10047981,0,17.0,1780,,52110975,,303,MANY_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:34-04:00
756,757,y1775,42.33694871,-71.07724966,1,17.0,1775,,52111025,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:33-04:00
757,758,y1766,42.32987,-71.08406,1,1.0,1766,,52110996,,135,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:02-04:00
758,759,y1722,42.36264517,-71.09916419,1,8.0,1722,,52110849,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:19-04:00
759,760,y1923,42.34223733,-71.0842845,1,14.0,1923,,52110816,,0,FEW_SEATS_AVAILABLE,IN_TRANSIT_TO,2022-08-10T18:18:32-04:00
760,761,y1857,42.33965512,-71.08050204,0,9.0,1857,,52110882,,0,FULL,IN_TRANSIT_TO,2022-08-10T18:18:29-04:00
